1,1,287,619
1,2,127,555
1,3,179,635
1,4,171,496
1,5,116,636
2,1,289,618
2,2,126,554
2,3,178,635
2,4,172,495
2,5,117,636
3,1,291,618
3,2,125,552
3,3,176,633
3,4,173,494
3,5,118,635
4,1,293,615
4,2,125,550
4,3,174,633
4,4,175,493
4,5,119,635
5,1,295,614
5,2,124,549
5,3,172,631
5,4,176,492
5,5,121,636
6,1,297,613
6,2,125,547
6,3,170,630
6,4,177,491
6,5,122,636
7,1,299,613
7,2,127,545
7,3,168,630
7,4,178,490
7,5,122,636
8,1,301,611
8,2,130,543
8,3,167,632
8,4,179,490
8,5,123,636
9,1,303,611
9,2,134,542
9,3,166,632
9,4,181,487
9,5,124,635
10,1,304,609
10,2,138,541
10,3,165,632
10,4,183,487
10,5,124,635
11,1,305,608
11,2,141,540
11,3,163,633
11,4,183,485
11,5,125,635
12,1,307,607
12,2,144,539
12,3,162,634
12,4,184,485
12,5,125,635
13,1,309,607
13,2,146,538
13,3,159,632
13,4,185,484
13,5,126,635
14,1,311,606
14,2,149,538
14,3,157,632
14,4,186,484
14,5,125,635
15,1,311,606
15,2,150,536
15,3,155,629
15,4,187,483
15,5,126,636
16,1,313,604
16,2,152,535
16,3,153,627
16,4,188,482
16,5,127,635
17,1,314,604
17,2,154,533
17,3,152,628
17,4,189,481
17,5,126,635
18,1,316,604
18,2,155,533
18,3,150,626
18,4,191,480
18,5,127,634
19,1,317,603
19,2,157,532
19,3,149,627
19,4,192,479
19,5,128,634
20,1,318,602
20,2,158,531
20,3,148,627
20,4,193,479
20,5,128,635
21,1,319,601
21,2,160,530
21,3,146,628
21,4,194,478
21,5,128,634
22,1,321,600
22,2,162,528
22,3,145,628
22,4,195,477
22,5,128,634
23,1,322,599
23,2,163,527
23,3,144,628
23,4,196,476
23,5,128,634
24,1,323,599
24,2,164,526
24,3,142,628
24,4,197,475
24,5,128,635
25,1,324,598
25,2,165,526
25,3,141,628
25,4,197,475
25,5,128,635
26,1,326,597
26,2,167,525
26,3,140,628
26,4,200,476
26,5,129,635
27,1,326,596
27,2,168,524
27,3,139,628
27,4,202,479
27,5,130,635
28,1,327,596
28,2,169,523
28,3,138,628
28,4,203,481
28,5,131,635
29,1,328,596
29,2,170,522
29,3,138,628
29,4,207,481
29,5,133,634
30,1,329,596
30,2,172,521
30,3,138,628
30,4,209,481
30,5,134,635
31,1,330,594
31,2,173,521
31,3,140,628
31,4,211,481
31,5,135,635
32,1,331,594
32,2,173,519
32,3,142,627
32,4,213,481
32,5,135,635
33,1,332,594
33,2,175,519
33,3,148,627
33,4,216,481
33,5,135,636
34,1,332,593
34,2,176,518
34,3,152,626
34,4,218,480
34,5,135,636
35,1,330,589
35,2,177,518
35,3,157,627
35,4,221,480
35,5,135,636
36,1,327,586
36,2,178,517
36,3,159,626
36,4,224,479
36,5,136,636
37,1,325,583
37,2,179,517
37,3,162,626
37,4,227,479
37,5,136,635
38,1,326,580
38,2,180,516
38,3,164,626
38,4,228,478
38,5,136,636
39,1,327,578
39,2,181,516
39,3,166,627
39,4,231,478
39,5,136,636
40,1,328,575
40,2,182,515
40,3,167,627
40,4,233,478
40,5,137,635
41,1,329,574
41,2,183,514
41,3,168,626
41,4,236,478
41,5,138,634
42,1,330,570
42,2,183,514
42,3,171,627
42,4,237,478
42,5,140,633
43,1,331,568
43,2,184,514
43,3,173,625
43,4,239,477
43,5,142,633
44,1,333,564
44,2,185,514
44,3,174,624
44,4,241,476
44,5,143,633
45,1,333,562
45,2,187,516
45,3,176,625
45,4,244,477
45,5,143,632
46,1,334,560
46,2,188,518
46,3,177,625
46,4,246,477
46,5,145,632
47,1,335,558
47,2,190,519
47,3,179,626
47,4,248,476
47,5,145,632
48,1,337,556
48,2,191,518
48,3,179,626
48,4,249,476
48,5,147,633
49,1,338,554
49,2,192,517
49,3,181,626
49,4,251,476
49,5,148,633
50,1,338,552
50,2,193,516
50,3,184,624
50,4,253,475
50,5,148,632
51,1,339,550
51,2,195,515
51,3,186,622
51,4,256,475
51,5,150,632
52,1,339,548
52,2,197,514
52,3,188,621
52,4,257,476
52,5,151,632
53,1,340,545
53,2,198,513
53,3,190,618
53,4,259,475
53,5,151,632
54,1,341,543
54,2,200,512
54,3,193,617
54,4,261,475
54,5,152,632
55,1,342,541
55,2,203,512
55,3,195,617
55,4,263,475
55,5,152,632
56,1,342,539
56,2,205,512
56,3,197,617
56,4,264,476
56,5,153,631
57,1,343,537
57,2,207,512
57,3,198,617
57,4,266,476
57,5,153,632
58,1,344,535
58,2,209,512
58,3,202,617
58,4,268,475
58,5,154,631
59,1,344,534
59,2,210,511
59,3,204,618
59,4,270,475
59,5,154,631
60,1,345,532
60,2,212,511
60,3,206,617
60,4,271,475
60,5,155,631
61,1,345,530
61,2,213,510
61,3,208,618
61,4,273,474
61,5,155,631
62,1,346,529
62,2,215,510
62,3,211,618
62,4,274,474
62,5,156,631
63,1,347,527
63,2,217,508
63,3,213,618
63,4,276,473
63,5,157,631
64,1,347,525
64,2,218,509
64,3,215,619
64,4,278,474
64,5,157,631
65,1,348,523
65,2,220,508
65,3,216,619
65,4,279,473
65,5,158,631
66,1,348,522
66,2,221,507
66,3,218,619
66,4,281,473
66,5,158,630
67,1,349,520
67,2,223,508
67,3,220,619
67,4,282,473
67,5,159,630
68,1,350,518
68,2,224,508
68,3,222,619
68,4,284,473
68,5,160,629
69,1,351,517
69,2,226,512
69,3,224,619
69,4,285,474
69,5,162,628
70,1,351,515
70,2,227,515
70,3,226,619
70,4,287,478
70,5,164,627
71,1,351,514
71,2,228,518
71,3,227,620
71,4,288,480
71,5,167,626
72,1,352,512
72,2,229,520
72,3,228,620
72,4,289,482
72,5,168,626
73,1,352,511
73,2,231,522
73,3,230,620
73,4,291,483
73,5,170,627
74,1,353,509
74,2,234,524
74,3,231,620
74,4,293,484
74,5,171,627
75,1,353,508
75,2,236,525
75,3,232,620
75,4,294,485
75,5,173,628
76,1,354,507
76,2,239,527
76,3,233,620
76,4,296,486
76,5,174,628
77,1,354,506
77,2,242,527
77,3,235,618
77,4,298,487
77,5,176,628
78,1,354,504
78,2,244,528
78,3,237,617
78,4,300,487
78,5,179,628
79,1,354,503
79,2,247,529
79,3,239,615
79,4,302,488
79,5,180,628
80,1,355,502
80,2,250,530
80,3,241,614
80,4,304,488
80,5,183,628
81,1,355,500
81,2,252,532
81,3,242,614
81,4,306,489
81,5,185,627
82,1,356,499
82,2,255,533
82,3,244,614
82,4,308,490
82,5,187,628
83,1,356,497
83,2,257,534
83,3,246,613
83,4,310,491
83,5,189,628
84,1,356,497
84,2,259,535
84,3,248,613
84,4,312,492
84,5,191,629
85,1,352,496
85,2,262,535
85,3,251,613
85,4,313,493
85,5,194,631
86,1,346,494
86,2,264,535
86,3,252,613
86,4,315,494
86,5,196,633
87,1,342,492
87,2,266,536
87,3,253,613
87,4,317,494
87,5,198,633
88,1,339,490
88,2,267,537
88,3,254,613
88,4,317,495
88,5,201,634
89,1,339,488
89,2,270,537
89,3,257,613
89,4,319,496
89,5,202,635
90,1,335,484
90,2,272,538
90,3,259,613
90,4,321,496
90,5,205,634
91,1,335,481
91,2,274,538
91,3,261,614
91,4,323,497
91,5,207,636
92,1,332,478
92,2,277,539
92,3,262,613
92,4,324,498
92,5,209,636
93,1,331,475
93,2,279,539
93,3,263,613
93,4,326,499
93,5,211,637
94,1,330,473
94,2,280,539
94,3,265,613
94,4,327,500
94,5,213,636
95,1,328,470
95,2,282,539
95,3,266,612
95,4,329,500
95,5,216,634
96,1,328,469
96,2,283,540
96,3,267,612
96,4,330,501
96,5,220,633
97,1,326,466
97,2,285,540
97,3,268,612
97,4,332,502
97,5,223,632
98,1,324,463
98,2,287,540
98,3,269,612
98,4,333,502
98,5,226,633
99,1,323,461
99,2,288,540
99,3,271,611
99,4,334,502
99,5,229,634
100,1,322,459
100,2,289,541
100,3,272,611
100,4,336,504
100,5,232,635
101,1,320,456
101,2,291,541
101,3,273,612
101,4,337,504
101,5,235,637
102,1,319,454
102,2,292,541
102,3,275,613
102,4,339,505
102,5,238,638
103,1,318,451
103,2,294,541
103,3,276,613
103,4,340,505
103,5,239,641
104,1,317,450
104,2,295,541
104,3,278,614
104,4,341,506
104,5,240,641
105,1,315,447
105,2,296,541
105,3,280,615
105,4,342,507
105,5,242,640
106,1,315,446
106,2,299,541
106,3,282,616
106,4,342,508
106,5,244,640
107,1,316,445
107,2,300,541
107,3,283,616
107,4,343,508
107,5,246,640
108,1,317,445
108,2,301,542
108,3,284,616
108,4,345,509
108,5,248,639
109,1,317,444
109,2,302,542
109,3,284,616
109,4,346,509
109,5,250,639
110,1,317,445
110,2,302,542
110,3,286,616
110,4,347,510
110,5,253,639
111,1,317,445
111,2,304,542
111,3,288,618
111,4,348,511
111,5,255,640
112,1,317,443
112,2,305,542
112,3,290,618
112,4,349,511
112,5,257,640
113,1,316,443
113,2,306,542
113,3,291,618
113,4,350,511
113,5,259,640
114,1,316,441
114,2,307,542
114,3,292,618
114,4,351,513
114,5,259,641
115,1,316,440
115,2,308,542
115,3,293,619
115,4,352,513
115,5,260,646
116,1,315,440
116,2,309,542
116,3,294,619
116,4,353,514
116,5,259,645
117,1,314,438
117,2,310,542
117,3,294,619
117,4,354,514
117,5,259,646
118,1,311,438
118,2,311,542
118,3,295,620
118,4,356,515
118,5,259,645
119,1,308,439
119,2,312,542
119,3,296,619
119,4,357,516
119,5,258,645
120,1,303,442
120,2,313,542
120,3,297,621
120,4,358,516
120,5,259,644
121,1,298,445
121,2,315,542
121,3,298,621
121,4,359,516
121,5,259,644
122,1,295,449
122,2,316,542
122,3,299,621
122,4,359,515
122,5,259,643
123,1,292,449
123,2,317,542
123,3,300,621
123,4,361,517
123,5,260,642
124,1,288,450
124,2,318,542
124,3,301,622
124,4,362,518
124,5,261,643
125,1,285,449
125,2,318,542
125,3,302,622
125,4,362,518
125,5,261,643
126,1,281,448
126,2,319,542
126,3,302,622
126,4,362,519
126,5,259,643
127,1,278,448
127,2,320,542
127,3,303,622
127,4,364,519
127,5,258,643
128,1,275,447
128,2,320,542
128,3,304,622
128,4,365,520
128,5,256,643
129,1,272,446
129,2,321,542
129,3,305,622
129,4,366,520
129,5,255,644
130,1,269,446
130,2,322,542
130,3,305,623
130,4,366,520
130,5,254,643
131,1,266,446
131,2,322,541
131,3,306,622
131,4,367,521
131,5,252,643
132,1,264,446
132,2,322,541
132,3,306,622
132,4,368,521
132,5,252,643
133,1,261,446
133,2,323,540
133,3,306,622
133,4,369,522
133,5,252,643
134,1,258,446
134,2,324,541
134,3,308,622
134,4,370,522
134,5,252,643
135,1,255,446
135,2,325,541
135,3,310,622
135,4,370,523
135,5,252,643
136,1,252,446
136,2,325,540
136,3,309,622
136,4,371,523
136,5,252,643
137,1,250,446
137,2,326,540
137,3,308,622
137,4,372,524
137,5,251,643
138,1,248,446
138,2,327,540
138,3,310,622
138,4,373,524
138,5,248,643
139,1,245,446
139,2,327,540
139,3,311,621
139,4,374,525
139,5,245,643
140,1,243,446
140,2,328,539
140,3,311,622
140,4,374,525
140,5,241,643
141,1,241,446
141,2,328,539
141,3,312,622
141,4,375,526
141,5,239,642
142,1,239,446
142,2,329,539
142,3,312,622
142,4,377,526
142,5,237,643
143,1,237,447
143,2,330,538
143,3,312,622
143,4,377,527
143,5,237,642
144,1,234,447
144,2,330,538
144,3,313,622
144,4,378,527
144,5,235,641
145,1,233,446
145,2,331,538
145,3,312,622
145,4,379,527
145,5,235,640
146,1,231,447
146,2,331,538
146,3,314,623
146,4,379,527
146,5,235,642
147,1,231,454
147,2,332,538
147,3,315,622
147,4,380,527
147,5,235,641
148,1,232,459
148,2,332,538
148,3,317,620
148,4,381,527
148,5,236,641
149,1,234,465
149,2,333,538
149,3,319,617
149,4,381,528
149,5,236,640
150,1,236,468
150,2,334,537
150,3,320,616
150,4,381,528
150,5,237,640
151,1,235,471
151,2,335,537
151,3,323,615
151,4,382,530
151,5,237,640
152,1,234,475
152,2,336,537
152,3,324,615
152,4,383,530
152,5,238,640
153,1,233,477
153,2,336,537
153,3,326,616
153,4,384,530
153,5,238,639
154,1,232,481
154,2,336,538
154,3,328,616
154,4,385,531
154,5,238,639
155,1,232,484
155,2,337,538
155,3,329,616
155,4,386,530
155,5,239,638
156,1,230,487
156,2,338,537
156,3,331,616
156,4,387,530
156,5,238,638
157,1,230,489
157,2,338,537
157,3,331,617
157,4,389,527
157,5,238,638
158,1,229,491
158,2,339,537
158,3,333,617
158,4,390,525
158,5,237,638
159,1,228,494
159,2,340,537
159,3,334,618
159,4,393,524
159,5,237,638
160,1,227,497
160,2,340,537
160,3,336,618
160,4,396,523
160,5,239,638
161,1,227,500
161,2,341,537
161,3,337,619
161,4,398,523
161,5,243,637
162,1,226,502
162,2,341,536
162,3,338,619
162,4,400,522
162,5,245,637
163,1,225,505
163,2,342,536
163,3,338,620
163,4,402,522
163,5,246,636
164,1,224,507
164,2,342,537
164,3,338,620
164,4,404,522
164,5,246,636
165,1,223,510
165,2,343,537
165,3,339,621
165,4,407,523
165,5,246,635
166,1,223,512
166,2,343,537
166,3,335,619
166,4,409,522
166,5,247,635
167,1,222,514
167,2,344,536
167,3,331,618
167,4,410,522
167,5,247,634
168,1,221,516
168,2,345,536
168,3,325,618
168,4,412,523
168,5,247,633
169,1,221,518
169,2,345,536
169,3,320,617
169,4,414,522
169,5,245,634
170,1,220,520
170,2,346,536
170,3,316,616
170,4,416,522
170,5,243,633
171,1,219,523
171,2,346,536
171,3,314,616
171,4,418,522
171,5,242,632
172,1,219,525
172,2,346,536
172,3,312,616
172,4,420,522
172,5,243,631
173,1,218,526
173,2,347,537
173,3,309,615
173,4,422,522
173,5,245,631
174,1,217,528
174,2,345,539
174,3,307,615
174,4,423,522
174,5,248,630
175,1,216,530
175,2,343,542
175,3,305,616
175,4,425,522
175,5,252,630
176,1,216,531
176,2,341,545
176,3,304,616
176,4,426,522
176,5,256,629
177,1,215,534
177,2,340,547
177,3,303,616
177,4,428,522
177,5,259,630
178,1,215,535
178,2,339,549
178,3,302,617
178,4,430,522
178,5,262,630
179,1,214,537
179,2,338,552
179,3,301,618
179,4,432,522
179,5,265,630
180,1,214,539
180,2,338,553
180,3,300,618
180,4,433,522
180,5,267,630
181,1,214,540
181,2,338,555
181,3,300,619
181,4,435,522
181,5,270,628
182,1,213,542
182,2,338,557
182,3,299,619
182,4,436,522
182,5,272,626
183,1,212,543
183,2,338,558
183,3,296,618
183,4,437,522
183,5,274,625
184,1,212,545
184,2,338,560
184,3,295,619
184,4,439,521
184,5,276,624
185,1,211,546
185,2,339,562
185,3,296,618
185,4,441,522
185,5,277,625
186,1,211,548
186,2,340,564
186,3,296,619
186,4,442,521
186,5,279,625
187,1,211,549
187,2,340,565
187,3,296,620
187,4,443,521
187,5,281,624
188,1,211,551
188,2,341,566
188,3,296,620
188,4,445,521
188,5,282,626
189,1,210,553
189,2,341,569
189,3,294,620
189,4,445,521
189,5,283,626
190,1,210,554
190,2,342,571
190,3,292,621
190,4,447,521
190,5,284,627
191,1,209,555
191,2,343,572
191,3,291,621
191,4,448,521
191,5,287,627
192,1,209,557
192,2,343,573
192,3,291,621
192,4,450,520
192,5,288,628
193,1,209,558
193,2,343,575
193,3,290,620
193,4,451,520
193,5,289,628
194,1,208,560
194,2,344,576
194,3,289,620
194,4,453,520
194,5,292,628
195,1,208,560
195,2,344,577
195,3,288,621
195,4,454,520
195,5,293,628
196,1,213,561
196,2,344,578
196,3,286,620
196,4,455,520
196,5,295,628
197,1,217,563
197,2,344,579
197,3,284,619
197,4,456,521
197,5,297,628
198,1,223,563
198,2,345,581
198,3,282,618
198,4,458,526
198,5,298,629
199,1,226,563
199,2,345,582
199,3,280,618
199,4,456,532
199,5,300,630
200,1,230,564
200,2,345,583
200,3,281,619
200,4,456,536
200,5,302,631
201,1,232,565
201,2,346,584
201,3,280,620
201,4,456,540
201,5,304,631
202,1,234,567
202,2,345,585
202,3,278,621
202,4,457,543
202,5,306,631
203,1,236,570
203,2,346,586
203,3,278,624
203,4,458,545
203,5,307,631
204,1,239,572
204,2,346,587
204,3,281,622
204,4,459,547
204,5,309,631
205,1,241,575
205,2,347,588
205,3,282,620
205,4,458,550
205,5,311,631
206,1,242,577
206,2,346,589
206,3,287,620
206,4,459,552
206,5,312,629
207,1,245,579
207,2,347,590
207,3,293,620
207,4,461,554
207,5,315,627
208,1,247,582
208,2,347,590
208,3,298,620
208,4,461,557
208,5,317,626
209,1,249,583
209,2,348,591
209,3,302,618
209,4,462,559
209,5,320,626
210,1,250,586
210,2,347,592
210,3,302,616
210,4,462,561
210,5,321,625
211,1,252,588
211,2,348,593
211,3,304,616
211,4,463,562
211,5,324,625
212,1,254,589
212,2,348,593
212,3,305,617
212,4,463,565
212,5,325,625
213,1,256,591
213,2,348,595
213,3,308,617
213,4,464,566
213,5,328,625
214,1,258,593
214,2,348,595
214,3,310,617
214,4,464,568
214,5,331,624
215,1,259,595
215,2,349,596
215,3,310,618
215,4,464,569
215,5,333,625
216,1,260,596
216,2,349,596
216,3,313,617
216,4,465,570
216,5,335,625
217,1,262,598
217,2,349,597
217,3,315,617
217,4,465,574
217,5,336,625
218,1,263,599
218,2,349,598
218,3,317,617
218,4,463,577
218,5,338,625
219,1,265,601
219,2,350,599
219,3,319,617
219,4,461,579
219,5,340,625
220,1,266,602
220,2,350,599
220,3,318,617
220,4,460,582
220,5,342,625
221,1,268,604
221,2,350,600
221,3,319,616
221,4,461,585
221,5,344,625
222,1,269,605
222,2,350,600
222,3,322,618
222,4,462,588
222,5,345,626
223,1,271,607
223,2,350,601
223,3,324,619
223,4,463,590
223,5,348,625
224,1,272,609
224,2,350,601
224,3,326,618
224,4,463,592
224,5,349,625
225,1,273,611
225,2,350,602
225,3,327,615
225,4,463,596
225,5,351,625
226,1,274,612
226,2,351,603
226,3,328,613
226,4,463,597
226,5,353,625
227,1,275,614
227,2,351,603
227,3,330,612
227,4,464,599
227,5,354,625
228,1,276,615
228,2,351,603
228,3,333,609
228,4,465,603
228,5,355,625
229,1,277,616
229,2,351,604
229,3,337,609
229,4,465,605
229,5,357,625
230,1,278,618
230,2,351,604
230,3,338,608
230,4,466,608
230,5,359,625
231,1,279,620
231,2,351,605
231,3,341,607
231,4,466,609
231,5,360,625
232,1,280,621
232,2,351,605
232,3,343,606
232,4,467,610
232,5,361,625
233,1,281,622
233,2,352,605
233,3,345,606
233,4,467,613
233,5,363,625
234,1,282,623
234,2,352,606
234,3,346,605
234,4,467,615
234,5,364,626
235,1,283,625
235,2,353,606
235,3,348,605
235,4,466,616
235,5,366,626
236,1,284,626
236,2,352,607
236,3,349,605
236,4,467,618
236,5,366,626
237,1,285,627
237,2,352,607
237,3,353,605
237,4,467,620
237,5,368,626
238,1,287,628
238,2,352,607
238,3,356,605
238,4,468,622
238,5,369,627
239,1,288,630
239,2,350,608
239,3,358,605
239,4,468,623
239,5,370,627
240,1,289,630
240,2,347,610
240,3,360,604
240,4,468,625
240,5,372,626
241,1,289,631
241,2,346,612
241,3,362,604
241,4,467,625
241,5,373,625
242,1,290,632
242,2,346,613
242,3,363,604
242,4,466,624
242,5,374,626
243,1,291,634
243,2,347,615
243,3,365,604
243,4,464,623
243,5,376,626
244,1,292,635
244,2,346,617
244,3,365,604
244,4,459,621
244,5,377,627
245,1,294,635
245,2,346,619
245,3,366,604
245,4,455,618
245,5,379,629
246,1,297,629
246,2,347,624
246,3,368,604
246,4,450,613
246,5,381,630
247,1,302,617
247,2,347,625
247,3,370,604
247,4,447,607
247,5,384,630
248,1,302,609
248,2,348,627
248,3,371,604
248,4,445,604
248,5,387,631
249,1,305,604
249,2,347,630
249,3,373,604
249,4,443,601
249,5,388,631
250,1,308,599
250,2,347,631
250,3,373,603
250,4,440,599
250,5,391,631
251,1,311,595
251,2,348,633
251,3,374,603
251,4,439,597
251,5,392,631
252,1,315,591
252,2,348,635
252,3,376,603
252,4,437,595
252,5,394,632
253,1,318,590
253,2,348,637
253,3,377,603
253,4,435,593
253,5,396,632
254,1,321,586
254,2,348,640
254,3,378,603
254,4,432,591
254,5,397,632
255,1,325,584
255,2,348,643
255,3,379,603
255,4,429,590
255,5,400,633
256,1,328,582
256,2,349,643
256,3,381,604
256,4,428,590
256,5,401,633
257,1,330,580
257,2,349,645
257,3,382,603
257,4,426,589
257,5,402,632
258,1,333,578
258,2,349,645
258,3,383,603
258,4,424,588
258,5,404,632
259,1,336,576
259,2,352,646
259,3,384,603
259,4,422,587
259,5,405,632
260,1,338,575
260,2,354,644
260,3,385,603
260,4,420,587
260,5,407,632
261,1,341,573
261,2,357,644
261,3,387,603
261,4,417,585
261,5,408,632
262,1,344,571
262,2,358,643
262,3,388,604
262,4,415,584
262,5,409,632
263,1,346,570
263,2,360,642
263,3,389,604
263,4,414,583
263,5,410,632
264,1,349,570
264,2,361,642
264,3,390,604
264,4,412,581
264,5,411,632
265,1,351,568
265,2,362,641
265,3,391,604
265,4,411,582
265,5,412,632
266,1,354,567
266,2,363,640
266,3,392,604
266,4,409,581
266,5,413,632
267,1,356,565
267,2,365,639
267,3,393,604
267,4,406,580
267,5,415,631
268,1,359,564
268,2,365,639
268,3,394,604
268,4,404,580
268,5,416,632
269,1,361,564
269,2,366,639
269,3,394,604
269,4,403,579
269,5,417,632
270,1,363,562
270,2,367,638
270,3,395,604
270,4,401,578
270,5,417,632
271,1,365,561
271,2,368,638
271,3,397,604
271,4,400,578
271,5,418,631
272,1,367,560
272,2,368,639
272,3,398,604
272,4,398,577
272,5,419,632
273,1,369,559
273,2,369,639
