1,1,688,607,78,39
1,2,724,620,69,30
2,1,691,608,77,38
2,2,723,624,71,26
3,1,692,609,77,38
3,2,720,628,73,22
4,1,693,610,77,37
4,2,717,632,76,16
5,1,694,612,77,36
5,2,715,632,77,16
6,1,695,613,78,35
6,2,713,632,78,16
7,1,697,614,77,35
7,2,712,631,78,17
8,1,699,614,76,35
8,2,710,630,76,20
9,1,702,612,74,36
9,2,709,629,73,22
10,1,707,610,72,38
10,2,707,629,34,23
11,1,711,608,70,40
11,2,705,631,33,20
12,1,714,608,69,39
12,2,703,631,37,20
13,1,715,609,69,38
13,2,701,631,41,20
14,1,715,612,71,36
14,2,700,630,36,21
15,1,714,614,73,33
15,2,700,629,34,24
16,1,712,617,76,32
16,2,702,626,43,29
17,1,716,619,74,30
17,2,702,622,50,34
18,1,717,620,75,29
18,2,705,619,49,37
19,1,716,621,76,28
19,2,706,615,46,41
20,1,718,623,75,27
20,2,706,611,43,44
21,1,720,623,75,27
21,2,706,608,38,47
22,1,722,623,75,27
22,2,706,604,33,52
23,1,723,623,74,27
23,2,706,601,30,56
24,1,725,623,73,27
24,2,706,597,32,59
25,1,726,623,74,27
25,2,705,593,34,64
26,1,728,623,73,28
26,2,705,589,35,68
27,1,729,622,72,29
27,2,705,589,36,68
28,1,731,622,72,29
28,2,705,588,37,69
29,1,732,622,71,29
29,2,706,586,37,70
30,1,733,622,71,30
30,2,707,585,37,70
31,1,734,622,71,30
31,2,706,588,39,67
32,1,737,621,67,32
32,2,706,591,40,63
33,1,739,621,62,33
33,2,706,593,42,61
34,1,739,624,59,28
34,2,705,595,43,59
35,1,744,623,54,28
35,2,705,595,44,59
36,1,749,618,48,32
36,2,705,595,45,60
37,1,754,610,43,39
37,2,705,595,46,60
38,1,759,607,39,42
38,2,705,594,47,60
39,1,764,606,35,42
39,2,704,594,49,60
40,1,767,606,33,43
40,2,702,594,51,60
41,1,769,605,32,43
41,2,701,594,53,60
42,1,768,600,34,49
42,2,699,595,54,59
43,1,767,594,37,54
43,2,698,597,57,56
44,1,766,592,37,57
44,2,696,599,59,54
45,1,765,590,38,60
45,2,696,601,59,52
46,1,764,588,39,62
46,2,698,601,59,52
47,1,763,587,40,63
47,2,701,599,57,54
48,1,762,586,42,62
48,2,703,595,56,57
49,1,759,586,43,60
49,2,706,596,55,56
50,1,757,589,44,53
50,2,708,597,53,56
51,1,756,591,48,49
51,2,707,605,54,47
52,1,755,598,49,47
52,2,704,605,57,47
53,1,754,599,52,45
53,2,705,608,56,43
54,1,755,600,53,37
54,2,706,611,56,40
55,1,755,602,55,35
55,2,710,607,52,43
56,1,755,605,58,32
56,2,718,606,43,45
57,1,743,608,73,29
57,2,721,604,40,46
58,1,741,610,76,26
58,2,723,602,37,48
59,1,740,613,78,24
59,2,726,599,33,50
60,1,738,616,79,21
