1,1,471,672,91,34
1,2,664,181,51,51
1,3,413,253,26,90
1,4,399,353,22,101
1,5,441,387,45,96
2,1,469,672,91,34
2,2,664,179,49,51
2,3,414,249,25,90
2,4,399,350,22,101
2,5,442,385,46,97
3,1,468,672,90,34
3,2,663,177,46,53
3,3,415,246,24,90
3,4,398,346,22,101
3,5,444,382,43,96
4,1,467,673,90,34
4,2,663,175,43,57
4,3,417,243,23,90
4,4,398,343,22,100
4,5,442,377,44,94
5,1,466,673,89,34
5,2,662,173,41,60
5,3,418,240,23,90
5,4,398,340,22,101
5,5,439,373,49,92
6,1,468,675,82,35
6,2,661,171,37,63
6,3,419,238,22,90
6,4,398,337,22,100
6,5,442,370,44,86
7,1,468,674,76,36
7,2,661,168,35,68
7,3,419,235,22,90
7,4,398,333,22,101
7,5,453,363,34,93
8,1,467,671,72,38
8,2,660,167,33,69
8,3,420,232,21,90
8,4,398,330,23,101
8,5,461,358,26,99
9,1,463,662,74,45
9,2,660,166,31,71
9,3,421,229,21,90
9,4,399,328,22,100
9,5,466,353,23,101
10,1,466,661,63,44
10,2,660,164,28,73
10,3,422,226,21,89
10,4,399,325,23,100
10,5,467,348,23,101
11,1,470,657,52,45
11,2,659,163,27,75
11,3,422,223,21,89
11,4,397,321,26,99
11,5,466,343,24,100
12,1,477,652,41,47
12,2,658,161,27,75
12,3,422,221,21,89
12,4,394,319,29,97
12,5,466,338,24,99
13,1,480,649,40,50
13,2,658,160,25,75
13,3,423,218,21,89
13,4,393,315,31,97
13,5,464,332,30,99
14,1,480,644,43,54
14,2,657,159,25,74
14,3,423,216,21,89
14,4,393,309,32,94
14,5,461,327,31,99
15,1,479,637,46,61
15,2,657,157,24,74
15,3,423,213,22,89
15,4,393,304,32,95
15,5,463,321,29,100
16,1,479,632,48,67
16,2,657,155,24,75
16,3,423,211,22,89
16,4,393,299,33,96
16,5,468,316,25,100
17,1,480,629,49,71
17,2,657,154,23,75
17,3,423,208,22,89
17,4,393,294,34,96
17,5,472,310,22,104
18,1,481,628,49,74
18,2,656,153,23,75
18,3,424,206,22,89
18,4,392,289,33,96
18,5,472,305,22,104
19,1,478,630,53,72
19,2,656,151,23,75
19,3,424,203,22,89
